state,scenario,recharge_tag,slr_m,status,sec,perm_valid_pix,gate_pix,swi_pix,SWI not accelerated,Lateral-dominated,Mixed,Vertical-dominated,pixel_area_km2,perm_valid_area_km2,gate_area_km2,swi_area_km2,SWI not accelerated_area_km2,Lateral-dominated_area_km2,Mixed_area_km2,Vertical-dominated_area_km2
OR,0_0ft,ACCESS-CM2_ssp245_NearFuture_2030-2059,0,processed,10.6572578,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,ACCESS-CM2_ssp585_FarFuture_2070-2099,0,processed,11.18163037,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,ACCESS-CM2_ssp585_Historical_1980-2009,0,processed,9.611319065,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,ACCESS-CM2_ssp585_NearFuture_2030-2059,0,processed,9.827562094,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp126_FarFuture_2070-2099,0,processed,9.848150015,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp126_Historical_1980-2009,0,processed,10.75155663,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp126_NearFuture_2030-2059,0,processed,10.4582727,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp245_FarFuture_2070-2099,0,processed,9.691670895,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp245_Historical_1980-2009,0,processed,8.887168407,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp245_NearFuture_2030-2059,0,processed,9.258598566,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp585_FarFuture_2070-2099,0,processed,9.349515438,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
OR,0_0ft,BCC-CSM2-MR_ssp585_Historical_1980-2009,0,processed,9.246993065,568720,93746,474974,474974,66606,26926,214,0.000702997,399.8087137,65.90319959,333.9055141,333.9055141,46.82384861,18.92890952,0.150441456
