log permeability [m^2],GWR_precp_rate [-],Permeability [m^2],Max Global Sal [mol],SLR offset,f_vert
-12.21633014,0.336325183,6.08E-13,9698853.99,1m5,0.552362947
-13.34829809,0.073451935,4.48E-14,7385856.57,0m0,0.008718039
-13.34829809,0.073451935,4.48E-14,9604403.87,0m5,0.004403724
-13.34829809,0.073451935,4.48E-14,15293934.8,1m0,0.037880951
-13.34829809,0.073451935,4.48E-14,20442661.7,1m5,0.038317033
-11.63118499,0.025370048,2.34E-12,1348731470,0m0,0.346095764
-11.63118499,0.025370048,2.34E-12,1632155760,0m5,0.624326073
-11.63118499,0.025370048,2.34E-12,2239714800,1m0,0.869094133
-11.63118499,0.025370048,2.34E-12,3351210350,1m5,0.983482077
-11.99661291,0.387934322,1.01E-12,4630250.2,0m0,0.013256013
-11.99661291,0.387934322,1.01E-12,3921593.55,0m5,0.02497864
-11.99661291,0.387934322,1.01E-12,4288845.52,1m0,0.088023097
-11.99661291,0.387934322,1.01E-12,5628550.07,1m5,0.153647199
-11.79227249,0.048300579,1.61E-12,540037018,0m0,0.249801447
-11.79227249,0.048300579,1.61E-12,636856579,0m5,0.449508984
-11.79227249,0.048300579,1.61E-12,825128704,1m0,0.69251715
-11.79227249,0.048300579,1.61E-12,1058924470,1m5,0.865214049
-11.80143659,0.30051823,1.58E-12,22702694.3,0m0,0.042729664
-11.80143659,0.30051823,1.58E-12,17955384.7,0m5,0.073429864
-11.80143659,0.30051823,1.58E-12,14920797.5,1m0,0.131132946
-11.80143659,0.30051823,1.58E-12,13070581.9,1m5,0.223969464
-11.05977045,0.33162086,8.71E-12,228923380,0m0,0.241112569
-11.05977045,0.33162086,8.71E-12,239956492,0m5,0.439720751
-11.05977045,0.33162086,8.71E-12,258600826,1m0,0.674772953
-11.05977045,0.33162086,8.71E-12,256716916,1m5,0.797609742
-12.09711502,0.178635148,8.00E-13,29569897.8,0m0,0.026653989
-12.09711502,0.178635148,8.00E-13,22698719.3,0m5,0.043289138
-12.09711502,0.178635148,8.00E-13,19943470.1,1m0,0.084133995
-12.09711502,0.178635148,8.00E-13,19459161.4,1m5,0.148724448
-12.49339061,0.183749566,3.21E-13,2647314.33,0m0,0.019486311
-12.49339061,0.183749566,3.21E-13,2988593.53,0m5,0.035483564
-12.49339061,0.183749566,3.21E-13,4301577.77,1m0,0.110003669
-12.49339061,0.183749566,3.21E-13,7156224.63,1m5,0.147694734
-11.35832668,0.498655558,4.38E-12,46118399.3,0m0,0.07313582
-11.35832668,0.498655558,4.38E-12,41539924.5,0m5,0.135452377
-11.35832668,0.498655558,4.38E-12,36756142.3,1m0,0.214267779
-11.35832668,0.498655558,4.38E-12,30478095.7,1m5,0.336365042
-10.88254364,0.56683469,1.31E-11,170144394,0m0,0.223934703
-10.88254364,0.56683469,1.31E-11,175504896,0m5,0.392718273
-10.88254364,0.56683469,1.31E-11,178156728,1m0,0.58052615
-10.88254364,0.56683469,1.31E-11,157022825,1m5,0.651114399
-11.14353696,0.452790203,7.19E-12,90241503.8,0m0,0.080532813
-11.14353696,0.452790203,7.19E-12,77520285.7,0m5,0.155239514
-11.14353696,0.452790203,7.19E-12,60081668.8,1m0,0.230706065
-11.14353696,0.452790203,7.19E-12,44934356.8,1m5,0.374397043
-13.15517074,0.16550656,7.00E-14,5737015.74,0m0,0
-13.15517074,0.16550656,7.00E-14,7827390.85,0m5,0
-13.15517074,0.16550656,7.00E-14,12580183.3,1m0,0.001294675
-13.15517074,0.16550656,7.00E-14,18197955.7,1m5,0.000253873
-12.26720542,0.25441447,5.40E-13,5157640.47,0m0,0.123139039
-12.26720542,0.25441447,5.40E-13,5457082.84,0m5,0.162366881
-12.26720542,0.25441447,5.40E-13,7495359.75,1m0,0.279052075
-12.26720542,0.25441447,5.40E-13,11466678.8,1m5,0.462905665
-12.33013099,0.516226236,4.68E-13,1535885.43,0m0,0.026120608
-12.33013099,0.516226236,4.68E-13,1962406.29,0m5,0.041035109
-12.33013099,0.516226236,4.68E-13,3313173.89,1m0,0.173999058
-12.33013099,0.516226236,4.68E-13,6839098.4,1m5,0.239203076
-11.04526855,0.260252021,9.01E-12,619226648,0m0,0.260154421
-11.04526855,0.260252021,9.01E-12,693703758,0m5,0.504036095
-11.04526855,0.260252021,9.01E-12,882443662,1m0,0.780166358
-11.04526855,0.260252021,9.01E-12,1150704950,1m5,0.942499903
-12.21267658,0.508644493,6.13E-13,1429714.39,0m0,0.026955604
-12.21267658,0.508644493,6.13E-13,1671257.2,0m5,0.043949228
-12.21267658,0.508644493,6.13E-13,2656803.02,1m0,0.170108463
-12.21267658,0.508644493,6.13E-13,5188910.72,1m5,0.249078322
-12.74138052,0.482688758,1.81E-13,2001251.82,0m0,0.002502771
-12.74138052,0.482688758,1.81E-13,2901476.15,0m5,0.000202713
-12.74138052,0.482688758,1.81E-13,4818309.32,1m0,0.069986328
-12.74138052,0.482688758,1.81E-13,9329212.32,1m5,0.084382919
-11.94653668,0.591624431,1.13E-12,4311500.42,0m0,0.066359098
-11.94653668,0.591624431,1.13E-12,4149830.99,0m5,0.107550173
-11.94653668,0.591624431,1.13E-12,5129771.7,1m0,0.221443604
-11.94653668,0.591624431,1.13E-12,8351812.44,1m5,0.392375882
-11.77245463,0.203082537,1.69E-12,33439496.8,0m0,0.057404446
-11.77245463,0.203082537,1.69E-12,27403376.3,0m5,0.103634818
-11.77245463,0.203082537,1.69E-12,21700856.5,1m0,0.174956006
-11.77245463,0.203082537,1.69E-12,16035223.7,1m5,0.262329297
-12.27998845,0.22661476,5.25E-13,20091606.9,0m0,0.337235873
-12.27998845,0.22661476,5.25E-13,23065753.8,0m5,0.473215651
-12.27998845,0.22661476,5.25E-13,34885235.8,1m0,0.636420205
-12.27998845,0.22661476,5.25E-13,57229271.9,1m5,0.772919472
-12.60879574,0.380072773,2.46E-13,1847949.05,0m0,0.002120692
-12.60879574,0.380072773,2.46E-13,2557233.55,0m5,0.001243926
-12.60879574,0.380072773,2.46E-13,4346632.18,1m0,0.042167647
-12.60879574,0.380072773,2.46E-13,8179057.17,1m5,0.03836362
-11.102499,0.3672464,7.90E-12,166810781,0m0,0.191302743
-11.102499,0.3672464,7.90E-12,172105352,0m5,0.332378314
-11.102499,0.3672464,7.90E-12,173000527,1m0,0.486034614
-11.102499,0.3672464,7.90E-12,127738409,1m5,0.520439323
-12.86240167,0.143293536,1.37E-13,2632255.25,0m0,0.001309156
-12.86240167,0.143293536,1.37E-13,3461919.72,0m5,0.00139996
-12.86240167,0.143293536,1.37E-13,5371040.75,1m0,0.022283788
-12.86240167,0.143293536,1.37E-13,8945389.42,1m5,0.013474919
-12.18853465,0.530254189,6.48E-13,1114757.16,0m0,0.001316278
-12.18853465,0.530254189,6.48E-13,1287022.57,0m5,0.00110621
-12.18853465,0.530254189,6.48E-13,2074627.89,1m0,0.04507011
-12.18853465,0.530254189,6.48E-13,3700404.98,1m5,0.029063705
-13.09655505,0.420995205,8.01E-14,3664855.99,0m0,0
-13.09655505,0.420995205,8.01E-14,5230423.59,0m5,0
-13.09655505,0.420995205,8.01E-14,8083136.39,1m0,0.005238128
-13.09655505,0.420995205,8.01E-14,13303535.8,1m5,0.005457363
-12.41703552,0.572204762,3.83E-13,792723.097,0m0,0.002739121
-12.41703552,0.572204762,3.83E-13,1106677.14,0m5,0.001791652
-12.41703552,0.572204762,3.83E-13,1930866.98,1m0,0.030284076
-12.41703552,0.572204762,3.83E-13,3880216.5,1m5,0.07268829
-11.78171175,0.301166733,1.65E-12,35530461.5,0m0,0.116952313
-11.78171175,0.301166733,1.65E-12,35943076.1,0m5,0.220133012
-11.78171175,0.301166733,1.65E-12,42927520.4,1m0,0.329173791
-11.78171175,0.301166733,1.65E-12,50276235.1,1m5,0.491786256
-11.92935713,0.291397708,1.18E-12,11666072,0m0,0.045184451
-11.92935713,0.291397708,1.18E-12,9881735.12,0m5,0.077284011
-11.92935713,0.291397708,1.18E-12,9289557.61,1m0,0.143920027
-11.92935713,0.291397708,1.18E-12,9324016.14,1m5,0.244780477
-11.72040416,0.114404918,1.90E-12,166505745,0m0,0.098385892
-11.72040416,0.114404918,1.90E-12,150884820,0m5,0.176284578
-11.72040416,0.114404918,1.90E-12,127819053,1m0,0.264374847
-11.72040416,0.114404918,1.90E-12,98120599.1,1m5,0.397791571
-11.46188785,0.375784192,3.45E-12,51123201.3,0m0,0.075563943
-11.46188785,0.375784192,3.45E-12,46859570.4,0m5,0.142524158
-11.46188785,0.375784192,3.45E-12,42744281.6,1m0,0.227462302
-11.46188785,0.375784192,3.45E-12,35547012.2,1m5,0.345200602
-11.982144,0.159991681,1.04E-12,27924128.9,0m0,0.051848846
-11.982144,0.159991681,1.04E-12,22809534.5,0m5,0.09384869
-11.982144,0.159991681,1.04E-12,19433491.6,1m0,0.159293085
-11.982144,0.159991681,1.04E-12,16542048.9,1m5,0.264495809
-13.4404894,0.393581766,3.63E-14,5797268.97,0m0,0
-13.4404894,0.393581766,3.63E-14,7880040.9,0m5,0
-13.4404894,0.393581766,3.63E-14,11182257.7,1m0,0
-13.4404894,0.393581766,3.63E-14,16534397.2,1m5,0
-12.0427138,0.100323807,9.06E-13,95074280.7,0m0,0.080456573
-12.0427138,0.100323807,9.06E-13,84595820.9,0m5,0.144360905
-12.0427138,0.100323807,9.06E-13,77233493.4,1m0,0.227102401
-12.0427138,0.100323807,9.06E-13,67719148.1,1m5,0.362952992
-11.47924584,0.434951873,3.32E-12,27361648.4,0m0,0.054023544
-11.47924584,0.434951873,3.32E-12,22213289.2,0m5,0.097064557
-11.47924584,0.434951873,3.32E-12,17769503.4,1m0,0.166047517
-11.47924584,0.434951873,3.32E-12,14099583.2,1m5,0.262617895
-13.08281883,0.357240446,8.26E-14,5697379.87,0m0,0
-13.08281883,0.357240446,8.26E-14,7994467.23,0m5,0
-13.08281883,0.357240446,8.26E-14,12036379.6,1m0,0.003726732
-13.08281883,0.357240446,8.26E-14,19516216.5,1m5,0.003507238
-13.56786052,0.057189336,2.70E-14,12229320.7,0m0,0.029104709
-13.56786052,0.057189336,2.70E-14,15461482.1,0m5,0.021487811
-13.56786052,0.057189336,2.70E-14,21471823.8,1m0,0.045334333
-13.56786052,0.057189336,2.70E-14,35233121.6,1m5,0.06865384
-11.60747392,0.441495919,2.47E-12,7651049.62,0m0,0.032207222
-11.60747392,0.441495919,2.47E-12,5673874.23,0m5,0.060970938
-11.60747392,0.441495919,2.47E-12,5540122.64,1m0,0.131921666
-11.60747392,0.441495919,2.47E-12,4812690.36,1m5,0.226709898
-12.66326254,0.459355831,2.17E-13,4499879.45,0m0,0.000285003
-12.66326254,0.459355831,2.17E-13,6351513.42,0m5,0
-12.66326254,0.459355831,2.17E-13,10118808.8,1m0,0.0180317
-12.66326254,0.459355831,2.17E-13,18260591.5,1m5,0.015812916
-12.00748493,0.127039701,9.83E-13,42466053.4,0m0,0.066448687
-12.00748493,0.127039701,9.83E-13,36702766.4,0m5,0.125446183
-12.00748493,0.127039701,9.83E-13,32298085.1,1m0,0.194179914
-12.00748493,0.127039701,9.83E-13,26633334,1m5,0.315621737
-11.53398667,0.505032052,2.92E-12,24009407.8,0m0,0.033867772
-11.53398667,0.505032052,2.92E-12,17438807.2,0m5,0.061629354
-11.53398667,0.505032052,2.92E-12,14649351.5,1m0,0.123865484
-11.53398667,0.505032052,2.92E-12,12700367.2,1m5,0.206408003
-12.0682866,0.322504623,8.55E-13,8138307.69,0m0,0.1017415
-12.0682866,0.322504623,8.55E-13,7884521.97,0m5,0.167998902
-12.0682866,0.322504623,8.55E-13,9648037.5,1m0,0.269020605
-12.0682866,0.322504623,8.55E-13,13082685.3,1m5,0.451066896
-11.91142313,0.271390918,1.23E-12,17248515.6,0m0,0.055674176
-11.91142313,0.271390918,1.23E-12,15039442.1,0m5,0.099556918
-11.91142313,0.271390918,1.23E-12,14720890.9,1m0,0.171300981
-11.91142313,0.271390918,1.23E-12,14520993.4,1m5,0.268881407
-10.46800589,0.343950985,3.40E-11,1310960850,0m0,0.619085683
-10.46800589,0.343950985,3.40E-11,1588503580,0m5,0.89316608
-10.46800589,0.343950985,3.40E-11,2387736620,1m0,0.985671513
-10.46800589,0.343950985,3.40E-11,4165971580,1m5,0.999923253
-10.73884941,0.406157006,1.82E-11,335991956,0m0,0.579656459
-10.73884941,0.406157006,1.82E-11,372394876,0m5,0.833896225
-10.73884941,0.406157006,1.82E-11,471399072,1m0,0.954957807
-10.73884941,0.406157006,1.82E-11,721548112,1m5,0.995368048
-12.89540833,0.223205397,1.27E-13,3167229.36,0m0,0.001976477
-12.89540833,0.223205397,1.27E-13,4401515.42,0m5,0.001284987
-12.89540833,0.223205397,1.27E-13,6901468.39,1m0,0.014592458
-12.89540833,0.223205397,1.27E-13,11924812.9,1m5,0.034144844
-11.17122946,0.124134527,6.74E-12,752438688,0m0,0.38543213
-11.17122946,0.124134527,6.74E-12,893461709,0m5,0.688624971
-11.17122946,0.124134527,6.74E-12,1263928630,1m0,0.905981969
-11.17122946,0.124134527,6.74E-12,1774914030,1m5,0.988447956
-13.24926269,0.152881651,5.63E-14,2452591.68,0m0,0.009336119
-13.24926269,0.152881651,5.63E-14,3451737.17,0m5,8.55E-05
-13.24926269,0.152881651,5.63E-14,5343632.62,1m0,0.03237104
-13.24926269,0.152881651,5.63E-14,9037702.81,1m5,0.040127371
-12.2911192,0.246003887,5.12E-13,3924847.52,0m0,0.053060939
-12.2911192,0.246003887,5.12E-13,3856830.65,0m5,0.097445533
-12.2911192,0.246003887,5.12E-13,4647787.03,1m0,0.183304589
-12.2911192,0.246003887,5.12E-13,7322347.87,1m5,0.343505854
-12.62963365,0.317123945,2.35E-13,757088.002,0m0,0
-12.62963365,0.317123945,2.35E-13,1053218.45,0m5,0
-12.62963365,0.317123945,2.35E-13,1757569.54,1m0,0.01660542
-12.62963365,0.317123945,2.35E-13,3444160.57,1m5,0.005360907
-11.74815248,0.631418309,1.79E-12,4955370.47,0m0,0.04082396
-11.74815248,0.631418309,1.79E-12,4351902.71,0m5,0.075715741
-11.74815248,0.631418309,1.79E-12,4732655.09,1m0,0.171955
-11.74815248,0.631418309,1.79E-12,6005817.4,1m5,0.296110909
-12.50109139,0.071197225,3.15E-13,25332638.5,0m0,0.284389208
-12.50109139,0.071197225,3.15E-13,27489230.9,0m5,0.411364646
-12.50109139,0.071197225,3.15E-13,38706270.7,1m0,0.563853643
-12.50109139,0.071197225,3.15E-13,56193550.9,1m5,0.734806596
-11.90969619,0.361178148,1.23E-12,9253887.71,0m0,0.0296
-11.90969619,0.361178148,1.23E-12,7719998.41,0m5,0.047260435
-11.90969619,0.361178148,1.23E-12,7538749.76,1m0,0.118057795
-11.90969619,0.361178148,1.23E-12,8826636.49,1m5,0.206009265
-12.46363507,0.520607429,3.44E-13,1109723.01,0m0,0.000397395
-12.46363507,0.520607429,3.44E-13,1567788.04,0m5,0.00217238
-12.46363507,0.520607429,3.44E-13,2641812.64,1m0,0.020165286
-12.46363507,0.520607429,3.44E-13,5234661.91,1m5,0.032008717
-11.88174002,0.472829115,1.31E-12,5229661.27,0m0,0.030218597
-11.88174002,0.472829115,1.31E-12,4550454.34,0m5,0.060173039
-11.88174002,0.472829115,1.31E-12,4872797.67,1m0,0.143228354
-11.88174002,0.472829115,1.31E-12,6346895.97,1m5,0.249874019
-10.95183176,0.310192694,1.12E-11,349833588,0m0,0.395305605
-10.95183176,0.310192694,1.12E-11,431148812,0m5,0.656792787
-10.95183176,0.310192694,1.12E-11,652700620,1m0,0.867478545
-10.95183176,0.310192694,1.12E-11,1053506470,1m5,0.973427427
-12.98641416,0.249987595,1.03E-13,188118.743,0m0,0
-12.98641416,0.249987595,1.03E-13,275195.964,0m5,0
-12.98641416,0.249987595,1.03E-13,477315.13,1m0,0.006936936
-12.98641416,0.249987595,1.03E-13,984196.027,1m5,0.000615785
-11.65626785,0.146246483,2.21E-12,135006371,0m0,0.082341553
-11.65626785,0.146246483,2.21E-12,117306289,0m5,0.153678508
-11.65626785,0.146246483,2.21E-12,95023131.5,1m0,0.242035619
-11.65626785,0.146246483,2.21E-12,70108697,1m5,0.368443609
-13.14488657,0.539211374,7.16E-14,4954356.38,0m0,0
-13.14488657,0.539211374,7.16E-14,6989654.43,0m5,0
-13.14488657,0.539211374,7.16E-14,10533162.9,1m0,0.001260874
-13.14488657,0.539211374,7.16E-14,16919813.4,1m5,0.001445005
-10.78243628,0.001584111,1.65E-11,10305337200,0m0,0.507059333
-10.78243628,0.001584111,1.65E-11,12505284500,0m5,0.861970253
-10.78243628,0.001584111,1.65E-11,17865014100,1m0,0.987749302
-10.78243628,0.001584111,1.65E-11,30072131700,1m5,0.999953008
-9.436644545,0.108233618,3.66E-10,10488009500,0m0,0.942506411
-9.436644545,0.108233618,3.66E-10,14151373900,0m5,0.999686875
-9.436644545,0.108233618,3.66E-10,31171268700,1m0,1
-9.436644545,0.108233618,3.66E-10,53521806200,1m5,1
-10.16528208,0.03413081,6.83E-11,7426211930,0m0,0.766793165
-10.16528208,0.03413081,6.83E-11,9403736030,0m5,0.983870516
-10.16528208,0.03413081,6.83E-11,16506328400,1m0,0.999890324
-10.16528208,0.03413081,6.83E-11,31843184900,1m5,1
-10.31023338,0.038379388,4.90E-11,6046807380,0m0,0.613514241
-10.31023338,0.038379388,4.90E-11,7519247450,0m5,0.930745863
-10.31023338,0.038379388,4.90E-11,12184875100,1m0,0.998289248
-10.31023338,0.038379388,4.90E-11,23184337300,1m5,1
-10.57403184,0.049474981,2.67E-11,4362113490,0m0,0.624218161
-10.57403184,0.049474981,2.67E-11,5260331580,0m5,0.925976533
-10.57403184,0.049474981,2.67E-11,7646916820,1m0,0.997261921
-10.57403184,0.049474981,2.67E-11,14844649000,1m5,1
-10.11892263,0.034965081,7.60E-11,9062903390,0m0,0.711632119
-10.11892263,0.034965081,7.60E-11,11666491900,0m5,0.96587596
-10.11892263,0.034965081,7.60E-11,20563170600,1m0,0.999597707
-10.11892263,0.034965081,7.60E-11,39407926700,1m5,1
-10.37696056,0.020539706,4.20E-11,8463657330,0m0,0.660344602
-10.37696056,0.020539706,4.20E-11,10657194900,0m5,0.948205819
-10.37696056,0.020539706,4.20E-11,17579943200,1m0,0.999000596
-10.37696056,0.020539706,4.20E-11,32157562900,1m5,1
-9.685031503,0.037009368,2.07E-10,12426334500,0m0,0.848663071
-9.685031503,0.037009368,2.07E-10,16745413900,0m5,0.99582049
-9.685031503,0.037009368,2.07E-10,35743455900,1m0,1
-9.685031503,0.037009368,2.07E-10,58489576400,1m5,1
-10.561664,0.013655877,2.74E-11,8321707770,0m0,0.576916882
-10.561664,0.013655877,2.74E-11,10335835500,0m5,0.906680672
-10.561664,0.013655877,2.74E-11,16182892500,1m0,0.995222855
-10.561664,0.013655877,2.74E-11,28898777300,1m5,1
-10.7705683,0.04474692,1.70E-11,3579903500,0m0,0.517506468
-10.7705683,0.04474692,1.70E-11,4265222270,0m5,0.854919548
-10.7705683,0.04474692,1.70E-11,5940288430,1m0,0.985853528
-10.7705683,0.04474692,1.70E-11,11191711800,1m5,0.999939342
-10.81443467,0.042928542,1.53E-11,3467313140,0m0,0.589189195
-10.81443467,0.042928542,1.53E-11,4102101180,0m5,0.908272505
-10.81443467,0.042928542,1.53E-11,5697287330,1m0,0.995192128
-10.81443467,0.042928542,1.53E-11,10749865700,1m5,1
-10.12309024,0.100121421,7.53E-11,4830033330,0m0,0.681617134
-10.12309024,0.100121421,7.53E-11,5891979140,0m5,0.956626717
-10.12309024,0.100121421,7.53E-11,8983389080,1m0,0.999337532
-10.12309024,0.100121421,7.53E-11,17643910500,1m5,1
-10.72762126,0.019421961,1.87E-11,4007125930,0m0,0.614154879
-10.72762126,0.019421961,1.87E-11,4871966200,0m5,0.932527652
-10.72762126,0.019421961,1.87E-11,7345446320,1m0,0.99851651
-10.72762126,0.019421961,1.87E-11,13736609800,1m5,1
-10.73216749,0.038948566,1.85E-11,3521827470,0m0,0.748515393
-10.73216749,0.038948566,1.85E-11,4245541600,0m5,0.974237908
-10.73216749,0.038948566,1.85E-11,6147330490,1m0,0.999794956
-10.73216749,0.038948566,1.85E-11,11988320000,1m5,1
-10.39549518,0.045361898,4.02E-11,5377488980,0m0,0.681697014
-10.39549518,0.045361898,4.02E-11,6599369900,0m5,0.956593731
-10.39549518,0.045361898,4.02E-11,10213900600,1m0,0.999423397
-10.39549518,0.045361898,4.02E-11,19728258800,1m5,1
-10.98160845,0.01883918,1.04E-11,2860051140,0m0,0.574608742
-10.98160845,0.01883918,1.04E-11,3484154660,0m5,0.891440505
-10.98160845,0.01883918,1.04E-11,4966549540,1m0,0.991365914
-10.98160845,0.01883918,1.04E-11,9461144820,1m5,0.999981792
-10.66268131,0.149520684,2.17E-11,2605275530,0m0,0.422937751
-10.66268131,0.149520684,2.17E-11,3150344340,0m5,0.743234112
-10.66268131,0.149520684,2.17E-11,4332390740,1m0,0.942784691
-10.66268131,0.149520684,2.17E-11,7436174170,1m5,0.998818492
-10.94603114,0.046801142,1.13E-11,2252293360,0m0,0.669469053
-10.94603114,0.046801142,1.13E-11,2632500550,0m5,0.943585284
-10.94603114,0.046801142,1.13E-11,3778305730,1m0,0.99816483
-10.94603114,0.046801142,1.13E-11,6969785390,1m5,1
-10.47507231,0.030463152,3.35E-11,6191855940,0m0,0.649884008
-10.47507231,0.030463152,3.35E-11,7640758740,0m5,0.945360135
-10.47507231,0.030463152,3.35E-11,11848556200,1m0,0.999002007
-10.47507231,0.030463152,3.35E-11,22323037600,1m5,1
-10.62558982,0.055277619,2.37E-11,4005882640,0m0,0.568422613
-10.62558982,0.055277619,2.37E-11,4833647720,0m5,0.887531589
-10.62558982,0.055277619,2.37E-11,6905820470,1m0,0.991080432
-10.62558982,0.055277619,2.37E-11,13259771300,1m5,0.999975115
-10.869071,0.168421551,1.35E-11,909341578,0m0,0.543857049
-10.869071,0.168421551,1.35E-11,1109690830,0m5,0.846756467
-10.869071,0.168421551,1.35E-11,1656881700,1m0,0.97543703
-10.869071,0.168421551,1.35E-11,2915696140,1m5,0.999785369
-10.48772788,0.039183781,3.25E-11,5148678370,0m0,0.619555173
-10.48772788,0.039183781,3.25E-11,6240501450,0m5,0.931768338
-10.48772788,0.039183781,3.25E-11,9462357390,1m0,0.99841674
-10.48772788,0.039183781,3.25E-11,18038934200,1m5,1
-9.848127791,0.197396816,1.42E-10,5146712010,0m0,0.812004418
-9.848127791,0.197396816,1.42E-10,6361147910,0m5,0.987213563
-9.848127791,0.197396816,1.42E-10,9807848170,1m0,0.999903366
-9.848127791,0.197396816,1.42E-10,19697842600,1m5,1
-10.85127693,0.038767471,1.41E-11,3179704650,0m0,0.521099808
-10.85127693,0.038767471,1.41E-11,3834130970,0m5,0.850069564
-10.85127693,0.038767471,1.41E-11,5338809700,1m0,0.983490127
-10.85127693,0.038767471,1.41E-11,10083343600,1m5,0.999917139
-10.95987916,0.077136055,1.10E-11,1977545130,0m0,0.453131236
-10.95987916,0.077136055,1.10E-11,2381977880,0m5,0.775978519
-10.95987916,0.077136055,1.10E-11,3320698830,1m0,0.956237869
-10.95987916,0.077136055,1.10E-11,5666375760,1m5,0.99932483
-10.67655229,0.187158448,2.11E-11,1290331370,0m0,0.595886681
-10.67655229,0.187158448,2.11E-11,1549319100,0m5,0.895074824
-10.67655229,0.187158448,2.11E-11,2305898550,1m0,0.989058436
-10.67655229,0.187158448,2.11E-11,3995253910,1m5,0.999949634
-10.55864906,0.031805284,2.76E-11,4658945310,0m0,0.692643834
-10.55864906,0.031805284,2.76E-11,5544788400,0m5,0.970408857
-10.55864906,0.031805284,2.76E-11,8377731080,1m0,0.999819751
-10.55864906,0.031805284,2.76E-11,15962250000,1m5,1
-10.22481536,0.020621728,5.96E-11,8716108290,0m0,0.716891458
-10.22481536,0.020621728,5.96E-11,11161054700,0m5,0.969977341
-10.22481536,0.020621728,5.96E-11,19671018400,1m0,0.999733906
-10.22481536,0.020621728,5.96E-11,36566371800,1m5,1
-10.52077582,0.024523091,3.01E-11,5701901240,0m0,0.60364305
-10.52077582,0.024523091,3.01E-11,7191735680,0m5,0.914737645
-10.52077582,0.024523091,3.01E-11,11445849900,1m0,0.995077745
-10.52077582,0.024523091,3.01E-11,21581117200,1m5,1
-10.74710307,0.191938286,1.79E-11,955262243,0m0,0.565370996
-10.74710307,0.191938286,1.79E-11,1149084730,0m5,0.878310297
-10.74710307,0.191938286,1.79E-11,1693298040,1m0,0.984221464
-10.74710307,0.191938286,1.79E-11,3001449180,1m5,1
-10.90374995,0.031284475,1.25E-11,2994835720,0m0,0.531012048
-10.90374995,0.031284475,1.25E-11,3620455780,0m5,0.858478431
-10.90374995,0.031284475,1.25E-11,5073064500,1m0,0.984996402
-10.90374995,0.031284475,1.25E-11,9636216040,1m5,0.999929469
-10.95088936,0.048705641,1.12E-11,2549747640,0m0,0.565470531
-10.95088936,0.048705641,1.12E-11,3000107310,0m5,0.886991865
-10.95088936,0.048705641,1.12E-11,4206773840,1m0,0.99060063
-10.95088936,0.048705641,1.12E-11,7585976100,1m5,0.999976708
-10.58150533,0.014097624,2.62E-11,9011140060,0m0,0.535196301
-10.58150533,0.014097624,2.62E-11,11043552600,0m5,0.885508091
-10.58150533,0.014097624,2.62E-11,16882178600,1m0,0.993036782
-10.58150533,0.014097624,2.62E-11,29805641300,1m5,0.999996977
